t,X,Y,Z
4860.0,962577.6668782529,5627984.073614487,2842203.9867625437
4865.0,962574.0124455398,5627985.587357337,2842202.2269822024
4870.0,962569.0744728653,5627986.714604581,2842201.6672120206
4875.0,962562.5813846716,5627987.71873243,2842201.8778959056
4880.0,962554.4138300047,5627988.875165912,2842202.3540601577
4885.0,962544.6163648403,5627990.444418818,2842202.5647440297
4890.0,962533.393089989,5627992.646593385,2842202.0049738646
4895.0,962521.0876718776,5627995.63983578,2842200.2451932193
4900.0,962508.1497021638,5627999.504856188,2842196.9733105088
4905.0,962495.0906891937,5628004.237028752,2842192.0252484023
4910.0,962482.4339890354,5628009.746844627,2842185.40100473
4915.0,962470.6635768894,5628015.868673823,2842177.2646528394
4920.0,962460.1766731223,5628022.376978194,2842167.928281343
4925.0,962451.2448609342,5628029.008388571,2842157.821445246
4930.0,962443.9875016251,5628035.487485003,2842147.4491186086
4935.0,962438.3600498543,5628041.553756548,2842137.3422644674
4940.0,962434.158412963,5628046.987101607,2842128.0058604768
4945.0,962431.038927993,5628051.629372628,2842119.869467874
4950.0,962428.5520011974,5628055.399856233,2842113.2451825314
4955.0,962426.1861173225,5628058.303173503,2842108.2970843073
4960.0,962423.4179106527,5628060.428827154,2842105.025175369
4965.0,962419.7633962762,5628061.942439998,2842103.265379845
4970.0,962414.8253464025,5628063.069542409,2842102.705604834
4975.0,962408.3321739584,5628064.073495873,2842102.9162905365
4980.0,962400.1645171639,5628065.22971358,2842103.392458897
4985.0,962390.3669229192,5628066.798701532,2842103.603144587
4990.0,962379.1434855978,5628069.000559005,2842103.043369592
4995.0,962366.8378684582,5628071.993434291,2842101.283573764
5000.0,962353.899663568,5628075.858044607,2842098.011662826
5005.0,962340.8403832216,5628080.589775332,2842093.06355803
5010.0,962328.1833905883,5628086.099131965,2842086.4392572073
5015.0,962316.4126704255,5628092.220500564,2842078.3028351213
5020.0,962305.9254541784,5628098.728359161,2842068.9663830767
5025.0,962296.9933365631,5628105.35935332,2842058.859459785
5030.0,962289.7356897043,5628111.838074922,2842048.4870436615
5035.0,962284.1079773369,5628117.904020811,2842038.380102326
5040.0,962279.9061132385,5628123.337092361,2842029.0436177882
5045.0,962276.7864376195,5628127.979139885,2842020.9071549913
5050.0,962274.2993563231,5628131.749442976,2842014.2828125004
5055.0,962271.9333501474,5628134.652611479,2842009.3346715877
5060.0,962269.1650462766,5628136.778133765,2842006.0627344227
5065.0,962265.5104502422,5628138.291616599,2842004.3029237166
5070.0,962260.572323175,5628139.418574176,2842003.7431438765
5075.0,962254.0790664871,5628140.42235325,2842003.953831396
5080.0,962245.9113075731,5628141.5783551745,2842004.4300038647
5085.0,962236.1135842585,5628143.14707817,2842004.6406913716
5090.0,962224.8899844793,5628145.348618536,2842004.0809115483
5095.0,962212.584168326,5628148.341126704,2842002.321100538
5100.0,962199.645728276,5628152.205326916,2841999.0491613727
5105.0,962186.5861805723,5628156.936615789,2841994.101013889
5110.0,962173.9288954835,5628162.445513167,2841987.476655918
5115.0,962162.1578673242,5628168.566421154,2841979.340163639
5120.0,962151.6703386176,5628175.073833965,2841970.003631049
5125.0,962142.737915594,5628181.7044118885,2841959.896620565
5130.0,962135.4799812034,5628188.182758648,2841949.52411496
5135.0,962129.8520082548,5628194.24837887,2841939.4170864327
5140.0,962125.6499169632,5628199.681176901,2841930.0805213503
5145.0,962122.5300507065,5628204.323000919,2841921.943988362
5150.0,962120.0428149183,5628208.093123489,2841915.319588724
5155.0,962117.6766864494,5628210.99614322,2841910.3714051247
5160.0,962114.9082853838,5628213.121534139,2841907.0994397337
5165.0,962111.2536076969,5628214.634886959,2841905.339613846
5170.0,962106.3154034422,5628215.761699696,2841904.7798291766
5175.0,962099.8220625169,5628216.7653043745,2841904.990518514
5180.0,962091.6542014914,5628217.921090512,2841905.4666950903
5185.0,962081.8563491167,5628219.4895485435,2841905.677384415
5190.0,962070.6325868923,5628221.690771797,2841905.1175997625
5195.0,962058.3265717399,5628224.682912836,2841903.357773571
5200.0,962045.3878965471,5628228.5467029335,2841900.0858061793
5205.0,962032.3280815041,5628233.277549941,2841895.1376160095
5210.0,962019.6705039797,5628238.78598805,2841888.5132008926
5215.0,962007.8991678441,5628244.906435409,2841880.3766384223
5220.0,961997.4113266981,5628251.413402418,2841871.0400252896
5225.0,961988.4785982858,5628258.043564094,2841860.932927617
5230.0,961981.2203763813,5628264.521535998,2841850.5603325325
5235.0,961975.5921428676,5628270.5868305415,2841840.453216817
5240.0,961971.3898243959,5628276.019355043,2841831.116571193
5245.0,961968.2697675129,5628280.660955547,2841822.979968015
5250.0,961965.782377242,5628284.430897589,2841816.3555112323
5255.0,961963.4161264871,5628287.333768543,2841811.407284948
5260.0,961960.647628233,5628289.459028088,2841808.135291332
5265.0,961956.9928688991,5628290.972250889,2841806.3754502637
5270.0,961952.0545874625,5628292.098918784,2841805.815660765
5275.0,961945.5611623062,5628293.102349064,2841806.0263519203
5280.0,961937.3931991775,5628294.257919408,2841806.502532604
5285.0,961927.5952177529,5628295.82611247,2841806.7132237465
5290.0,961916.3712930954,5628298.0270186,2841806.1534342645
5295.0,961904.0650789588,5628301.018792501,2841804.393592892
5300.0,961891.1261686399,5628304.882172473,2841801.1215972756
5305.0,961878.0660862767,5628309.612577604,2841796.1733644214
5310.0,961865.408216336,5628315.120556427,2841789.54889216
5315.0,961853.6365722446,5628321.240543147,2841781.4122595014
5320.0,961843.1484186793,5628327.747064338,2841772.0755658285
5325.0,961834.2153848977,5628334.376809754,2841761.9683809695
5330.0,961826.9568754967,5628340.854406787,2841751.5956964097
5335.0,961821.328381434,5628346.919375641,2841741.488493509
5340.0,961817.1258357957,5628352.351626602,2841732.1517673456
5345.0,961814.0055882974,5628356.9930035835,2841724.015093981
5350.0,961811.5180435533,5628360.762765091,2841717.3905800553
5355.0,961809.1516705194,5628363.66548726,2841712.4423110876
5360.0,961806.3830750827,5628365.790615427,2841709.1702892473
5365.0,961802.7282341075,5628367.303708209,2841707.4104329986
5370.0,961797.7898754947,5628368.430231256,2841706.8506386713
5375.0,961791.2963661144,5628369.433487132,2841707.061331644
5380.0,961783.1283008903,5628370.5888416795,2841707.537516435
5385.0,961773.3301904257,5628372.156769763,2841707.7482093954
5390.0,961762.1061033478,5628374.357358765,2841707.1884150845
5395.0,961749.7996902416,5628377.348765518,2841705.4285585317
5400.0,961736.8605448131,5628381.21173535,2841702.156534691
5405.0,961723.8001951479,5628385.941698591,2841697.208259153
5410.0,961711.1420328115,5628391.449218119,2841690.5837297495
5415.0,961699.3700807842,5628397.56874418,2841682.447026905
5420.0,961688.8816148198,5628404.074819541,2841673.110252695
5425.0,961679.9482756881,5628410.704148681,2841663.002980653
5430.0,961672.6894788087,5628417.181370833,2841652.630206621
5435.0,961667.0607242123,5628423.246013983,2841642.5229165377
5440.0,961662.8579514212,5628428.677991394,2841633.186109839
5445.0,961659.7375133189,5628433.319144843,2841625.0493662893
5450.0,961657.2498141105,5628437.08872581,2841618.424795223
5455.0,961654.8833188051,5628439.991299191,2841613.476483573
5460.0,961652.1146261919,5628442.116295976,2841610.2044335096
5465.0,961648.459703581,5628443.629258731,2841608.4445620812
5470.0,961643.5212677979,5628444.75563693,2841607.8847629256
5475.0,961637.0276742001,5628445.7587183975,2841608.095457715
5480.0,961628.8595068888,5628446.913857141,2841608.571646614
5485.0,961619.0612673943,5628448.481520239,2841608.7823413913
5490.0,961607.8370179082,5628450.681792105,2841608.222542252
5495.0,961595.5304058468,5628453.672831698,2841606.4626705195
5500.0,961582.5910253257,5628457.535391382,2841603.1906184554
5505.0,961569.5304083772,5628462.26491272,2841598.2423002357
5510.0,961556.8719536645,5628467.771972934,2841591.6177136917
5515.0,961545.099693722,5628473.891038327,2841583.480940664
5520.0,961534.6109153784,5628480.396667842,2841574.14408592
5525.0,961525.6772709158,5628487.025580691,2841564.036726698
5530.0,961518.4181865761,5628493.502427949,2841553.663863196
5535.0,961512.7891714616,5628499.5667453855,2841543.5564859333
5540.0,961508.5861715314,5628504.998449235,2841534.219598701
5545.0,961505.4655428365,5628509.6393791465,2841526.08278497
5550.0,961502.9776891727,5628513.408779563,2841519.4581567645
5555.0,961500.6110716033,5628516.311204149,2841514.5098024346
5560.0,961497.8422818197,5628518.436069547,2841511.237724148
5565.0,961494.1872775785,5628519.948902274,2841509.4778375407
5570.0,961489.2487646308,5628521.075135616,2841508.9180335565
5575.0,961482.7550868217,5628522.078042672,2841509.128730164
5580.0,961474.5868174317,5628523.232965608,2841509.604923169
5585.0,961464.7884489176,5628524.800363716,2841509.8156197644
5590.0,961453.5640370353,5628527.000318435,2841509.2558157966
5595.0,961441.2572260335,5628529.99099086,2841507.495928885
5600.0,961428.3176104367,5628533.853140384,2841504.2238485985
5605.0,961415.2567262234,5628538.582219806,2841499.2754876986
5610.0,961402.5979791542,5628544.088820694,2841492.6508440166
5615.0,961390.8254113167,5628550.207425402,2841484.514000808
5620.0,961380.3363206142,5628556.712609055,2841475.1770655317
5625.0,961371.4023708401,5628563.341105602,2841465.069619133
5630.0,961364.1429990573,5628569.817577951,2841454.6966661643
5635.0,961358.5137234409,5628575.881569661,2841444.5892017256
5640.0,961354.3104963849,5628581.3129999405,2841435.252233963
5645.0,961351.1896771088,5628585.953706304,2841427.1153500522
5650.0,961348.7016689989,5628589.722926166,2841420.4906647103
5655.0,961346.3349291726,5628592.625201951,2841415.542267701
5660.0,961343.5660422248,5628594.749935959,2841412.2701611933
5665.0,961339.910956359,5628596.262638652,2841410.510259407
5670.0,961334.9723662521,5628597.388727135,2841409.9504505945
5675.0,961328.4786042391,5628598.391459775,2841410.161149019
5680.0,961320.3102327781,5628599.546166898,2841410.6373461317
5685.0,961310.5117352541,5628601.113300008,2841410.8480445435
5690.0,961299.2871609884,5628603.312937573,2841410.288235748
5695.0,961286.9801510607,5628606.303242821,2841408.5283336574
5700.0,961274.040300405,5628610.164982171,2841405.25622515
5705.0,961260.9791489453,5628614.893619663,2841400.3078215714
5710.0,961248.3201095393,5628620.399761213,2841393.683120753
5715.0,961236.5472338275,5628626.517905222,2841385.5462073656
5720.0,961226.0578307861,5628633.022643001,2841376.2091915607
5725.0,961217.1235757197,5628639.650723228,2841366.101657988
5730.0,961209.8639165116,5628646.126820656,2841355.7286155564
5735.0,961204.2343804095,5628652.190486629,2841345.621063944
5740.0,961200.0309262412,5628657.621643326,2841336.284015654
5745.0,961196.9099163946,5628662.262126132,2841328.147061566
5750.0,961194.4217538477,5628666.031165432,2841321.5223190887
5755.0,961192.054891772,5628668.933292412,2841316.5738794026
5760.0,961189.2859076661,5628671.057895023,2841313.301744675
5765.0,961185.6307401813,5628672.57046768,2841311.54182771
5770.0,961180.6920729212,5628673.696411302,2841310.9820140693
5775.0,961174.1982267103,5628674.69896952,2841311.1927143107
5780.0,961166.0297531865,5628675.853460824,2841311.668915531
5785.0,961156.2311266632,5628677.420328931,2841311.87961576
5790.0,961145.006390026,5628679.619649333,2841311.319802136
5795.0,961132.6991811872,5628682.609587393,2841309.559884867
5800.0,961119.7590954892,5628686.47091656,2841306.28774814
5805.0,961106.6976768018,5628691.199112109,2841301.3393018837
5810.0,961094.0383450788,5628696.704794305,2841294.7145439307
5815.0,961082.2651615127,5628702.8224776015,2841286.577560367
5820.0,961071.7754461528,5628709.32676949,2841277.240464037
5825.0,961062.8408858132,5628715.954433386,2841267.1328432932
5830.0,961055.5809391979,5628722.430155877,2841256.759711401
5835.0,961049.9511426254,5628728.493496101,2841246.652072619
5840.0,961045.7474613584,5628733.924379208,2841237.314943804
5845.0,961042.6262609529,5628738.564638448,2841229.177919541
5850.0,961040.1379439783,5628742.33349718,2841222.5531199314
5855.0,961037.7709596605,5628745.235475349,2841217.6046375684
5860.0,961035.0018784025,5628747.35994656,2841214.3324746215
5865.0,961031.3466293041,5628748.872389175,2841212.5725424793
5870.0,961026.4078848964,5628749.99818793,2841212.0127240107
5875.0,961019.9139544945,5628751.000571724,2841212.2234260696
5880.0,961011.7453789162,5628752.154847205,2841212.699631396
5885.0,961001.9466234032,5628753.7214503,2841212.910333442
5890.0,960990.721724407,5628755.920453532,2841212.3505149903
5895.0,960978.4143166717,5628758.910024395,2841210.590582544
5900.0,960965.4739959483,5628762.770943365,2841207.318417597
5905.0,960952.412310052,5628767.4986969605,2841202.369928665
5910.0,960939.7526860315,5628773.003919788,2841195.74511358
5915.0,960927.9791946315,5628779.121142356,2841187.608059843
5920.0,960917.4891669732,5628785.624988341,2841178.270882989
5925.0,960908.55430138,5628792.25223589,2841168.1631750776
5930.0,960901.2940673752,5628798.727583435,2841157.7899537287
5935.0,960895.664010348,5628804.790597896,2841147.682227779
5940.0,960891.4601019961,5628810.221207402,2841138.3450184423
5945.0,960888.3387110429,5628814.861243068,2841130.2079240074
5950.0,960885.8502396494,5628818.629921224,2841123.5830672667
5955.0,960883.4831330967,5628821.531750576,2841118.6345422296
5960.0,960880.7139546928,5628823.656090382,2841115.362351064
5965.0,960877.0586239864,5628825.168402953,2841113.602403744
5970.0,960872.119802437,5628826.294056838,2841113.0425804486
5975.0,960865.6257878506,5628827.296266202,2841113.253284324
5980.0,960857.4571102259,5628828.450325853,2841113.7294937572
5985.0,960847.6582257334,5628830.016663932,2841113.94019762
5990.0,960836.4331643904,5628832.215349984,2841113.380374341
5995.0,960824.1255577734,5628835.2045536395,2841111.620426717
6000.0,960811.1850020413,5628839.065062403,2841108.348233552
6005.0,960798.1230489543,5628843.79237403,2841103.399701946
6010.0,960785.4631326565,5628849.2971374765,2841096.7748297304
6015.0,960773.689333443,5628855.413899302,2841088.637705822
6020.0,960763.1989935063,5628861.917299368,2841079.300448448
6025.0,960754.2638226786,5628868.544130557,2841069.192653372
6030.0,960747.0033013021,5628875.019103141,2841058.8193425685
6035.0,960741.3729838363,5628881.081791829,2841048.711529455
6040.0,960737.1688484128,5628886.512127723,2841039.374239599
6045.0,960734.0472669232,5628891.1519398065,2841031.2370749945
6050.0,960731.5586411199,5628894.92043738,2841024.6121611246
6055.0,960729.1914123398,5628897.82211791,2841019.6635934142
6060.0,960726.4221367962,5628899.946326307,2841016.3913740315
6065.0,960722.7667244874,5628901.458508829,2841014.631411535
6070.0,960717.827825802,5628902.58401784,2841014.0715834117
6075.0,960711.3337270378,5628903.586052771,2841014.282289104
6080.0,960703.1649473743,5628904.739896587,2841014.758502644
6085.0,960693.3659339125,5628906.305969642,2841014.9692083243
6090.0,960682.1407102353,5628908.504338508,2841014.409380217
6095.0,960669.832904751,5628911.493174945,2841012.6494174167
6100.0,960656.8921140272,5628915.35327349,2841009.3771960344
6105.0,960643.829893768,5628920.080143135,2841004.4286217554
6110.0,960631.1696852127,5628925.584447188,2840997.8036924116
6115.0,960619.3955782057,5628931.7007482555,2840989.6664983346
6120.0,960608.904926011,5628938.203702388,2840980.329160443
6125.0,960599.9694499681,5628944.830117202,2840970.221278205
6130.0,960592.7086412375,5628951.304714811,2840959.847877951
6135.0,960587.0780633491,5628957.367077717,2840949.7399776764
6140.0,960582.8737008678,5628962.797139988,2840940.4026073036
6145.0,960579.7519288526,5628967.43672848,2840932.265372532
6150.0,960577.2631486489,5628971.2050454635,2840925.640401535
6155.0,960574.8957976487,5628974.106577167,2840920.691791153
6160.0,960572.1264249713,5628976.23065415,2840917.419543554
6165.0,960568.4709310659,5628977.742706619,2840915.6595658814
6170.0,960563.5319552501,5628978.868070753,2840915.099732931
6175.0,960557.0377723144,5628979.869931244,2840915.31044044
6180.0,960548.8688906205,5628981.02355922,2840915.7866580863
6185.0,960539.0697481995,5628982.589367245,2840915.997365583
6190.0,960527.8443622002,5628984.787418916,2840915.437532649
6195.0,960515.5363578635,5628987.775888126,2840913.6775546726
6200.0,960502.5953321646,5628991.635576441,2840910.4053050736
6205.0,960489.532844752,5628996.362004093,2840905.4566881233
6210.0,960476.8723439587,5629001.865848736,2840898.831701653
6215.0,960465.0979291789,5629007.981689032,2840890.6944374098
6220.0,960454.6069647461,5629014.484197217,2840881.3570190035
6225.0,960445.6711835073,5629021.110195642,2840871.249049607
6230.0,960438.4100874405,5629027.584418263,2840860.875559905
6235.0,960432.7792491452,5629033.646455372,2840850.767572473
6240.0,960428.5746596194,5629039.0762440115,2840841.430121586
6245.0,960425.4526970905,5629043.715608904,2840833.292816649
6250.0,960422.963762495,5629047.483745291,2840826.667788528
6255.0,960420.5962892821,5629050.385128161,2840821.719135476
6260.0,960417.8268194771,5629052.509073727,2840818.446859661
6265.0,960414.1712439803,5629054.020996138,2840816.686866813
6270.0,960409.23219104,5629055.14621539,2840816.127029035
6275.0,960402.7379239398,5629056.147901441,2840816.3377383617
6280.0,960394.5689402237,5629057.301313571,2840816.813960114
6285.0,960384.7696688534,5629058.866856558,2840817.024669428
6290.0,960373.5441205446,5629061.064591027,2840816.464831666
6295.0,960361.2359173698,5629064.052692999,2840814.704838514
6300.0,960348.2946567126,5629067.911971073,2840811.4325607
6305.0,960335.231902165,5629072.637956717,2840806.4839010797
6310.0,960322.5711091537,5629078.141341937,2840799.858857485
6315.0,960310.7963866213,5629084.256721447,2840791.7215230777
6320.0,960300.3051099707,5629090.758783669,2840782.3840241595
6325.0,960291.3690235553,5629097.384365693,2840772.2759676077
6330.0,960284.1076401701,5629103.858213314,2840761.902388461
6335.0,960278.4765414834,5629109.919924612,2840751.7943138736
6340.0,960274.271724927,5629115.349439611,2840742.4567824765
6345.0,960271.1495718954,5629119.988580896,2840734.319407377
6350.0,960268.6604829176,5629123.756536678,2840727.6943221325
6355.0,960266.2928874991,5629126.657770709,2840722.745626412
6360.0,960263.5233205727,5629128.781584852,2840719.473322383
6365.0,960259.8676634901,5629130.293377205,2840717.7133143595
6370.0,960254.9285334308,5629131.41845157,2840717.1534717544
6375.0,960248.4341821726,5629132.419963174,2840717.3641828974
6380.0,960240.2650964424,5629133.573159454,2840717.8404087564
6385.0,960230.4656961331,5629135.138437398,2840718.051119887
6390.0,960219.2399855269,5629137.335854654,2840717.4912772984
6395.0,960206.9315835288,5629140.323589379,2840715.731268971
6400.0,960193.99008793,5629144.182457198,2840712.458962943
6405.0,960180.9270662663,5629148.908000826,2840707.510260654
6410.0,960168.2659810566,5629154.410926607,2840700.8851599367
6415.0,960156.4909507917,5629160.525845316,2840692.7477553682
6420.0,960145.9993619438,5629167.027461562,2840683.410175941
6425.0,960137.0629703708,5629173.652627168,2840673.3020322365
6430.0,960129.8012996851,5629180.1260997765,2840662.9283636482
6435.0,960124.1699406232,5629186.187485255,2840652.8202019087
6440.0,960119.9648970494,5629191.6167266,2840643.4825900034
6445.0,960116.8425535262,5629196.255644267,2840635.3451447445
6450.0,960114.3533101751,5629200.023419441,2840628.720002379
6455.0,960111.9855925586,5629202.924504628,2840623.771263991
6460.0,960109.2159285167,5629205.0481873425,2840620.498931749
6465.0,960105.560189854,5629206.559849631,2840618.738908551
6470.0,960100.6209826818,5629207.6847791085,2840618.179061119
6475.0,960094.126547272,5629208.68611626,2840618.389774079
6480.0,960085.957359536,5629209.839096685,2840618.8660040437
6485.0,960076.1578302975,5629211.404109578,2840619.0767169907
6490.0,960064.9319574063,5629213.601209615,2840618.5168695753
6495.0,960052.6233565994,5629216.588577082,2840616.7568460735
6500.0,960039.681626076,5629220.447034638,2840613.484511832
6505.0,960026.6183373145,5629225.172136232,2840608.5357668763
6510.0,960013.9569599263,5629230.674602563,2840601.910609039
6515.0,960002.1816219495,5629236.789060457,2840593.773134311
6520.0,959991.689720924,5629243.290230711,2840584.435474377
6525.0,959982.7530242131,5629249.914979886,2840574.327243523
6530.0,959975.4910662445,5629256.388077467,2840563.9534854963
6535.0,959969.8594468229,5629262.449137113,2840553.845236608
6540.0,959965.6541762452,5629267.878104795,2840544.507544198
6545.0,959962.5316422421,5629272.516798839,2840536.370028781
6550.0,959960.042244527,5629276.284393394,2840529.7448292966
6555.0,959957.6744047194,5629279.185329732,2840524.796048243
6560.0,959954.9046435683,5629281.3088810155,2840521.5236877883
6565.0,959951.2488233312,5629282.8204132365,2840519.7636494166
6570.0,959946.3095390515,5629283.945197819,2840519.2037971574
6575.0,959939.8150194968,5629284.946360515,2840519.4145119344
6580.0,959931.6457297629,5629286.099125079,2840519.890746005
6585.0,959921.8460716055,5629287.663872915,2840520.101460769
6590.0,959910.6200364417,5629289.860655724,2840519.541608527
6595.0,959898.3112368406,5629292.847655925,2840517.7815698506
6600.0,959885.3692714096,5629296.705703205,2840514.509207397
6605.0,959872.3057155688,5629301.430362753,2840509.5604197755
6610.0,959859.6440460216,5629306.932369619,2840502.93520482
6615.0,959847.8684003534,5629313.046366682,2840494.7976599354
6620.0,959837.3761871706,5629319.547090931,2840485.4599194983
6625.0,959828.4391853409,5629326.1714236615,2840475.3516014977
6630.0,959821.1769401074,5629332.644146202,2840464.977754036
6635.0,959815.5450603421,5629338.704880005,2840454.8694180013
6640.0,959811.339562774,5629344.133574014,2840445.5316450885
6645.0,959808.2168383019,5629348.772044423,2840437.394059517
6650.0,959805.7272862316,5629352.539458355,2840430.7688029157
6655.0,959803.3593242407,5629355.440245837,2840425.819979198
6660.0,959800.5894659868,5629357.563665685,2840422.547590532
6665.0,959796.9335641804,5629359.075067833,2840420.787536986
6670.0,959791.9942027989,5629360.199707518,2840420.227679901
6675.0,959785.4995991064,5629361.200695756,2840420.438396494
6680.0,959777.3302073824,5629362.353244454,2840420.9146346706
6685.0,959767.5304203159,5629363.917727225,2840421.1253512506
6690.0,959756.3042228919,5629366.114192799,2840420.565494182
6695.0,959743.9952245115,5629369.100825722,2840418.8054403327
6700.0,959731.0530241893,5629372.958462714,2840415.5330496673
6705.0,959717.9892012879,5629377.6826802045,2840410.5842193826
6710.0,959705.3272396018,5629383.184227591,2840403.95894731
6715.0,959693.5512862622,5629389.2977638105,2840395.821332272
6720.0,959683.0587609423,5629395.798042038,2840386.483511334
6725.0,959674.1214540133,5629402.4219583105,2840376.37510619
6730.0,959666.8589215324,5629408.894305798,2840366.0011692955
6735.0,959661.2267814388,5629414.954713744,2840355.8927461184
6740.0,959657.0210568947,5629420.38313407,2840346.554892706
6745.0,959653.8981419647,5629425.021380838,2840338.4172369814
6750.0,959651.4084355485,5629428.788614138,2840331.791923265
6755.0,959649.0403513816,5629431.68925276,2840326.843056885
6760.0,959646.2703960303,5629433.812541167,2840323.5706400084
6765.0,959642.6144126606,5629435.323813238,2840321.81057129
6770.0,959637.6749741832,5629436.448308024,2840321.250709378
6775.0,959631.180286359,5629437.449121797,2840321.4614277883
6780.0,959623.0107926534,5629438.601454623,2840321.9376700697
6785.0,959613.2108766882,5629440.1656723255,2840322.148388467
6790.0,959601.984517016,5629442.361820653,2840321.5885265716
6795.0,959589.6753198712,5629445.348086291,2840319.828457549
6800.0,959576.7328846746,5629449.205312984,2840316.5560386735
6805.0,959563.6687947309,5629453.929088402,2840311.607165726
6810.0,959551.0065409256,5629459.430176296,2840304.9818365397
6815.0,959539.2302799352,5629465.543251656,2840296.8441513493
6820.0,959528.7374424983,5629472.043083849,2840287.506249914
6825.0,959519.799830489,5629478.666583648,2840277.397757629
6830.0,959512.5370107787,5629485.13855607,2840267.0237313057
6835.0,959506.9046103731,5629491.198638148,2840256.915220989
6840.0,959502.6986588659,5629496.626784781,2840247.5772870798
6845.0,959499.5755534894,5629501.264807899,2840239.439561205
6850.0,959497.0856927363,5629505.03186056,2840232.8141903756
6855.0,959494.7174864005,5629507.932350315,2840227.865281334
6860.0,959491.9474339586,5629510.055507279,2840224.592836248
6865.0,959488.2913690307,5629511.566649269,2840222.8327523572
6870.0,959483.3518534633,5629512.69099915,2840222.272885619
6875.0,959476.8570815141,5629513.691638455,2840222.4836058454
6880.0,959468.6874858348,5629514.8437554035,2840222.9598522326
6885.0,959458.8874409811,5629516.40770803,2840223.170572446
6890.0,959447.6609190732,5629518.6035391055,2840222.6107057245
6895.0,959435.3515231782,5629521.589437447,2840220.85062153
6900.0,959422.4088531239,5629525.446253828,2840217.578174445
6905.0,959409.344496157,5629530.169587162,2840212.6292588366
6910.0,959396.6819502523,5629535.67021555,2840206.0038725375
6915.0,959384.9053816312,5629541.782830037,2840197.866117198
6920.0,959374.4122320976,5629548.28221618,2840188.528135267
6925.0,959365.4743150272,5629554.905299491,2840178.419555845
6930.0,959358.2112081052,5629561.376896833,2840168.045440096
6935.0,959352.5785474034,5629567.436653033,2840157.9368426423
6940.0,959348.3723689467,5629572.864525962,2840148.5988282394
6945.0,959345.249073135,5629577.50232542,2840140.4610322164
6950.0,959342.7590580542,5629581.269197437,2840133.835604276
6955.0,959340.390729557,5629584.169538321,2840128.886652575
6960.0,959337.6205800303,5629586.292563834,2840125.6141792806
6965.0,959333.96443355,5629587.80357574,2840123.854080218
6970.0,959329.0248408982,5629588.927780713,2840123.2942086537
6975.0,959322.5299848304,5629589.928245545,2840123.5049306965
6980.0,959314.3602871859,5629591.080146613,2840123.9811811885
6985.0,959304.5601134533,5629592.643834153,2840124.1919032186
6990.0,959293.3334293222,5629594.83934797,2840123.6320316712
6995.0,959281.0238346916,5629597.824879004,2840121.8719323045
7000.0,959268.0809297968,5629601.681285064,2840118.599457011
7005.0,959255.0163058249,5629606.404176301,2840113.650498743
7010.0,959242.3534678405,5629611.904345167,2840107.0250553335
7015.0,959230.5765916094,5629618.016498768,2840098.8872298477
7020.0,959220.0831299989,5629624.515438845,2840089.5491674244
7025.0,959211.144907887,5629631.138105655,2840079.440500868
7030.0,959203.8815137709,5629637.609327905,2840069.066295696
7035.0,959198.2485927887,5629643.668758213,2840058.957611108
7040.0,959194.0421873961,5629649.0963574285,2840049.6195162144
7045.0,959190.9187011605,5629653.733933219,2840041.481650046
7050.0,959188.4285317612,5629657.500624584,2840034.856164997
7055.0,959186.0600811096,5629660.4008165905,2840029.9071706375
7060.0,959183.2898345042,5629662.523710649,2840026.634669136
7065.0,959179.6336064774,5629664.034592469,2840024.8745549014
7070.0,959174.6939367467,5629665.158652528,2840024.3146785116
7075.0,959168.1989965674,5629666.158942884,2840024.5254023704
7080.0,959160.0291969653,5629667.310628064,2840025.0016569677
7085.0,959150.2288943641,5629668.874050516,2840025.2123808144
7090.0,959139.0020480218,5629671.06924706,2840024.6525044404
7095.0,959126.6922546708,5629674.05441078,2840022.892389903
7100.0,959113.7491149518,5629677.910406506,2840019.619886402
7105.0,959100.6842239936,5629682.632855633,2840014.670885476
7110.0,959088.0210939493,5629688.132564965,2840008.045384958
7115.0,959076.2439101281,5629694.244257662,2839999.9074893277
7120.0,959065.7501364615,5629700.742751663,2839990.569346415
7125.0,959056.8116093271,5629707.365001957,2839980.460592727
7130.0,959049.547928035,5629713.8358491,2839970.0862981356
7135.0,959043.9147467882,5629719.894953506,2839959.977526417
7140.0,959039.7081144731,5629725.322278997,2839950.6393510345
7145.0,959036.5844378247,5629729.959631111,2839942.5014147237
7150.0,959034.0941141156,5629733.726141817,2839935.8758725678
7155.0,959031.7255413178,5629736.626184942,2839930.9268355514
7160.0,959028.9551976398,5629738.748947542,2839927.6543058427
7165.0,959025.2988880717,5629740.25969927,2839925.894176438
7170.0,959020.359141268,5629741.3836144125,2839925.3342952225
7175.0,959013.8641169833,5629742.383730286,2839925.5450208974
7180.0,959005.6942154323,5629743.535199574,2839926.0212796
7185.0,958995.8937839725,5629745.09835693,2839926.2320052623
7190.0,958984.6667754316,5629747.293236199,2839925.6721240636
7195.0,958972.3567833743,5629750.27803259,2839923.9119943543
7200.0,958959.4134088482,5629754.133617971,2839920.6394626466
7205.0,958946.348250922,5629758.855624975,2839915.6904190644
7210.0,958933.6848288378,5629764.354874758,2839909.06486144
7215.0,958921.907337447,5629770.46610654,2839900.9268956683
7220.0,958911.413251744,5629776.964154445,2839891.588672269
7225.0,958902.4744196066,5629783.5859882105,2839881.4798314525
