t,X,Y,Z
90.0,969932.7864784205,5624320.714300946,2846951.157361064
95.0,969920.4906308702,5624323.725152904,2846949.3983097994
100.0,969907.5639693544,5624327.60984416,2846946.1277831923
105.0,969894.5178122438,5624332.363209778,2846941.181771916
110.0,969881.8751741345,5624337.895052834,2846934.560273795
115.0,969870.1195706854,5624344.038973613,2846926.427294169
120.0,969859.6476896355,5624350.568657926,2846917.094792294
125.0,969850.7305606109,5624357.220030231,2846906.992145132
130.0,969843.4870245769,5624363.717103002,2846896.6241174466
135.0,969837.8721000296,5624369.798992081,2846886.521452211
140.0,969833.6813850127,5624375.245453557,2846877.1889177863
145.0,969830.5710644085,5624379.898442392,2846869.05589738
150.0,969828.0915643425,5624383.677582517,2846862.4343575197
155.0,969825.7315595208,5624386.588034108,2846857.4883100647
160.0,969822.9680256773,5624388.719987976,2846854.217757187
165.0,969819.3174374189,5624390.239836682,2846852.458691018
170.0,969814.3830995625,5624391.373886653,2846851.899148009
175.0,969807.8939785949,5624392.38620576,2846852.1097463914
180.0,969799.7312330633,5624393.552774772,2846852.5857174015
185.0,969789.9398460281,5624395.1344729075,2846852.7963157715
190.0,969778.7242211606,5624397.3515417455,2846852.2367727784
195.0,969766.4281738803,5624400.362027072,2846850.4777063057
200.0,969753.501276383,5624404.24630879,2846847.207151424
205.0,969740.4548510063,5624408.999233189,2846842.2610973865
210.0,969727.8119194738,5624414.530617676,2846835.63954202
215.0,969716.0560070329,5624420.674078554,2846827.506492081
220.0,969705.5838125369,5624427.203317796,2846818.1739095226
225.0,969696.6663771605,5624433.85427456,2846808.07117502
230.0,969689.4225527241,5624440.350973132,2846797.7030577003
235.0,969683.8073668219,5624446.432537124,2846787.6003051237
240.0,969679.6164239477,5624451.878725582,2846778.267690018
245.0,969676.5059121551,5624456.531491329,2846770.1345993
250.0,969674.0262571523,5624460.310451274,2846763.513002196
255.0,969671.666129678,5624463.220754362,2846758.566911981
260.0,969668.9024983405,5624465.352577082,2846755.2963308287
265.0,969665.2518281577,5624466.872295965,2846753.537249453
270.0,969660.317412833,5624468.006201287,2846752.977701606
275.0,969653.8282073046,5624469.018346212,2846753.1883018096
280.0,969645.6653592647,5624470.184699697,2846753.664276934
285.0,969635.8738426759,5624471.766133191,2846753.8748771255
290.0,969624.6580547598,5624473.982885321,2846753.3153292947
295.0,969612.3618077637,5624476.993004004,2846751.556247615
300.0,969599.4346743015,5624480.876876171,2846748.2856644588
305.0,969586.3879806775,5624485.62935934,2846743.339567662
310.0,969573.7447557413,5624491.160285242,2846736.7179550524
315.0,969561.9885343292,5624497.303286206,2846728.584834803
320.0,969551.5160264069,5624503.832080361,2846719.252171564
325.0,969542.5982846982,5624510.482621571,2846709.149349724
330.0,969535.3541718773,5624516.978945931,2846698.781142772
335.0,969529.7387246359,5624523.060184824,2846688.6783028585
340.0,969525.5475539181,5624528.506100254,2846679.3456070735
345.0,969522.4368509486,5624533.158642907,2846671.212446047
350.0,969519.9570410174,5624536.937422663,2846664.5907917
355.0,969517.5967908981,5624539.847577244,2846659.6446587276
360.0,969514.8330620728,5624541.97926881,2846656.3740493017
365.0,969511.1823099708,5624543.498857868,2846654.6149527193
370.0,969506.2478171838,5624544.632618535,2846654.0554000353
375.0,969499.758527101,5624545.644589274,2846654.2660020594
380.0,969491.5955765608,5624546.810727226,2846654.7419812987
385.0,969481.8039304288,5624548.391896074,2846654.95258331
390.0,969470.5879794762,5624550.608331485,2846654.3930306425
395.0,969458.291532779,5624553.618083515,2846652.6339337556
400.0,969445.364163369,5624557.501546121,2846649.3633223264
405.0,969432.3172015161,5624562.253588047,2846644.417182772
410.0,969419.6736831957,5624567.784055349,2846637.7955129202
415.0,969407.9171528326,5624573.926596385,2846629.662322363
420.0,969397.4443315043,5624580.454945439,2846620.329578447
425.0,969388.5262834823,5624587.105071078,2846610.226669272
430.0,969381.2818822946,5624593.601021215,2846599.858372692
435.0,969375.6661737302,5624599.681934999,2846589.7554454445
440.0,969371.474775182,5624605.12757739,2846580.4226689828
445.0,969368.3638810464,5624609.779896938,2846572.2894376493
450.0,969365.8839161965,5624613.558496499,2846565.6677260622
455.0,969363.5235434396,5624616.468502567,2846560.721550334
460.0,969360.7597171324,5624618.600062975,2846557.450912636
465.0,969357.108883117,5624620.119522204,2846555.6918008467
470.0,969352.1743128732,5624621.253138213,2846555.132243326
475.0,969345.6849382427,5624622.264934761,2846555.3428471703
480.0,969337.5218852104,5624623.430857174,2846555.8188305246
485.0,969327.730109545,5624625.011761369,2846556.0294343564
490.0,969316.5139955682,5624627.227880054,2846555.469876852
495.0,969304.2173491844,5624630.237265421,2846553.7107647583
500.0,969291.2897438434,5624634.120318455,2846550.440125057
505.0,969278.2425137801,5624638.871919124,2846545.4939427464
510.0,969265.5987020954,5624644.401927813,2846538.872215655
515.0,969253.8418628015,5624650.544008906,2846530.7389547923
520.0,969243.3687280873,5624657.071912844,2846521.4061302016
525.0,969234.4503737714,5624663.721622899,2846511.303133695
530.0,969227.2056842347,5624670.2171988,2846500.934747489
535.0,969221.5897143625,5624676.29778746,2846490.8317329106
540.0,969217.3980879978,5624681.743156802,2846481.498875776
545.0,969214.287002708,5624686.395253238,2846473.3655741382
550.0,969211.8068829479,5624690.173672597,2846466.7438053126
555.0,969209.4463875607,5624693.083530148,2846461.797586829
560.0,969206.6824637777,5624695.214959392,2846458.5269208597
565.0,969203.0315478543,5624696.7342887875,2846456.7677938654
570.0,969198.0969001595,5624697.867760136,2846456.2082315073
575.0,969191.6074409878,5624698.879382487,2846456.4188371724
580.0,969183.4442854716,5624700.045089357,2846456.894824641
585.0,969173.6523802833,5624701.625728894,2846457.1054302934
590.0,969162.4361032944,5624703.841530843,2846456.545867952
595.0,969150.1392572388,5624706.850549538,2846454.7867406528
600.0,969137.2114159833,5624710.733192988,2846451.5160726802
605.0,969124.1639177284,5624715.4843523875,2846446.569847615
610.0,969111.5198126989,5624721.01390245,2846439.948063286
615.0,969099.7626644947,5624727.155523584,2846431.8147321194
620.0,969089.2892164144,5624733.682982391,2846422.481826857
625.0,969080.3705558239,5624740.33227685,2846412.3787430217
630.0,969073.1255779559,5624746.827478499,2846402.0102671944
635.0,969067.509346792,5624752.907742024,2846391.9071652875
640.0,969063.3174926243,5624758.352838309,2846382.574227482
645.0,969060.2062161908,5624763.004711623,2846374.4408555427
650.0,969057.7259415302,5624766.782950773,2846367.8190294807
655.0,969055.3653235199,5624769.692659799,2846362.872768244
660.0,969052.6013022673,5624771.823957878,2846359.6020740042
665.0,969048.9503044414,5624773.343157435,2846357.8429318047
670.0,969044.0155793013,5624774.476484118,2846357.28336461
675.0,969037.526035595,5624775.487932269,2846357.493972095
680.0,969029.3627776032,5624776.653423591,2846357.9699636777
685.0,969019.5707429014,5624778.233798461,2846358.180571151
690.0,969008.354302913,5624780.449283666,2846357.6210039724
695.0,968996.0572572,5624783.457935679,2846355.8618614683
700.0,968983.129180047,5624787.340169533,2846352.5911652255
705.0,968970.0814136188,5624792.090887651,2846347.6448974074
710.0,968957.4370152648,5624797.619979071,2846341.023055842
715.0,968945.6795581704,5624803.761140235,2846332.889654375
720.0,968935.2057967444,5624810.288153897,2846323.556668444
725.0,968926.286829898,5624816.9370327415,2846313.4534972827
730.0,968919.0415637167,5624823.431860129,2846303.084931836
735.0,968913.4250712772,5624829.511798508,2846292.981742604
740.0,968909.2329893194,5624834.956621722,2846283.648724131
745.0,968906.1215217542,5624839.608271908,2846275.5152818924
750.0,968903.6410922016,5624843.386330841,2846268.8933985964
755.0,968901.2803515756,5624846.295891338,2846263.9470946076
760.0,968898.5162328596,5624848.427058245,2846260.6763720983
765.0,968894.8651531368,5624849.946127961,2846258.917214694
770.0,968889.930350557,5624851.079309975,2846258.357642663
775.0,968883.4407223229,5624852.090583923,2846258.568251969
780.0,968875.2773618631,5624853.255859689,2846259.0442476654
785.0,968865.4851976584,5624854.835969887,2846259.2548569585
790.0,968854.2685946827,5624857.051138341,2846258.695284944
795.0,968841.9713493272,5624860.059423661,2846256.936127235
800.0,968829.043036293,5624863.9412479075,2846253.6654027225
805.0,968815.9950017101,5624868.69152473,2846248.719092153
810.0,968803.350310051,5624874.220157495,2846242.0971933543
815.0,968791.5925440867,5624880.360858672,2846233.9637215887
820.0,968781.118469335,5624886.887427174,2846224.630654991
825.0,968772.1991962526,5624893.535890393,2846214.5273965076
830.0,968764.9536417759,5624900.030343504,2846204.158741445
835.0,968759.3368880757,5624906.109956725,2846194.0554648913
840.0,968755.1445783423,5624911.55450686,2846184.722365753
845.0,968752.0329196558,5624916.205933907,2846176.588853217
850.0,968749.5523352207,5624919.983812617,2846169.9669126887
855.0,968747.1914719861,5624922.893224578,2846165.02056595
860.0,968744.4272558129,5624925.0242603095,2846161.749815172
865.0,968740.7760941987,5624926.543200181,2846159.9906425634
870.0,968735.8412141849,5624927.676237521,2846159.431065696
875.0,968729.3515014297,5624928.687337262,2846159.641676822
880.0,968721.1880385102,5624929.852397467,2846160.117676633
885.0,968711.3957448126,5624931.432242986,2846160.3282877463
890.0,968700.1789788619,5624933.647094681,2846159.768710895
895.0,968687.8815338783,5624936.655013299,2846158.0095379823
900.0,968674.9529849801,5624940.536427926,2846154.7387852017
905.0,968661.9046822608,5624945.28626344,2846149.7924318817
910.0,968649.2596973166,5624950.814437537,2846143.170475851
915.0,968637.5016225026,5624956.954678712,2846135.0369337895
920.0,968627.0272344456,5624963.48080204,2846125.703786529
925.0,968618.1076551462,5624970.128849617,2846115.6004407257
930.0,968610.8618123912,5624976.622928439,2846105.23169605
935.0,968605.2447974468,5624982.702216489,2846095.128332177
940.0,968601.0522599507,5624988.1464935355,2846085.795152377
945.0,968597.9404101546,5624992.797697435,2846077.661569547
950.0,968595.4596708461,5624996.575395917,2846071.039571788
955.0,968593.0986850105,5624999.484659337,2846066.0931823
960.0,968590.3343713857,5625001.615563887,2846062.822403255
965.0,968586.6831278859,5625003.134373909,2846061.063215443
970.0,968581.748170444,5625004.267266573,2846060.503633739
975.0,968575.2583731741,5625005.2781921,2846060.7142466856
980.0,968567.0948078029,5625006.443036742,2846061.19025061
985.0,968557.3023846224,5625008.022617574,2846061.4008635436
990.0,968546.0854557089,5625010.237152501,2846060.841281857
995.0,968533.787811112,5625013.244704406,2846059.08209374
1000.0,968520.8590263665,5625017.125709404,2846055.811312692
1005.0,968507.8104555296,5625021.875103597,2846050.8649166236
1010.0,968495.1651773195,5625027.40281901,2846044.2429033625
1015.0,968483.4067936763,5625033.54260017,2846036.109291008
1020.0,968472.9320923339,5625040.068278307,2846026.776063087
1025.0,968464.012206837,5625046.715910233,2846016.6726299673
1030.0,968456.7660758216,5625053.20961475,2846006.3037956813
1035.0,968451.1487996487,5625059.288577619,2845996.200344493
1040.0,968446.9560344035,5625064.732581564,2845986.867084033
1045.0,968443.8439935091,5625069.38356231,2845978.733430911
1050.0,968441.363099336,5625073.161080553,2845972.1113759237
1055.0,968439.0019909065,5625076.070195428,2845967.1649436885
1060.0,968436.2375798369,5625078.2009687945,2845963.894136377
1065.0,968432.5862544565,5625079.719648962,2845962.1349333613
1070.0,968427.6512195923,5625080.8523969455,2845961.5753468224
1075.0,968421.1613378143,5625081.863148255,2845961.7859615884
1080.0,968412.9976699997,5625083.027777325,2845962.261969627
1085.0,968403.2051173461,5625084.607093466,2845962.472584381
1090.0,968391.9880254825,5625086.821311617,2845961.9129978577
1095.0,968379.6901812868,5625089.8284968,2845960.153794538
1100.0,968366.7611607106,5625093.709092157,2845956.882985223
1105.0,968353.7123217743,5625098.458045014,2845951.936546407
1110.0,968341.0667503187,5625103.985301731,2845945.314475919
1115.0,968329.3080578665,5625110.12462286,2845937.1807932737
1120.0,968318.8330432588,5625116.649855793,2845927.8474846943
1125.0,968309.9128515832,5625123.29707205,2845917.7439642614
1130.0,968302.6664323255,5625129.790402252,2845907.375040369
1135.0,968297.0488949397,5625135.869039927,2845897.2715018676
1140.0,968292.8559019591,5625141.3127707625,2845887.938160751
1145.0,968289.7436699776,5625145.9635283435,2845879.8044373393
1150.0,968287.2626209492,5625149.7408663435,2845873.182325126
1155.0,968284.9013899331,5625152.649832667,2845868.2358501446
1160.0,968282.1368814245,5625154.780474843,2845864.9650145676
1165.0,968278.4854741696,5625156.299025155,2845863.20579635
1170.0,968273.5503618885,5625157.431628453,2845862.6462049745
1175.0,968267.060395609,5625158.442205542,2845862.8568215608
1180.0,968258.896625359,5625159.606619038,2845863.3328337125
1185.0,968249.1039432426,5625161.185670477,2845863.5434502866
1190.0,968237.8866884408,5625163.399571843,2845862.9838589276
1195.0,968225.588644661,5625166.406390295,2845861.2246404057
1200.0,968212.6593882708,5625170.286575997,2845857.9538028254
1205.0,968199.6102812542,5625175.035087508,2845853.007321264
1210.0,968186.9644165724,5625180.561885514,2845846.38519355
1215.0,968175.2054153315,5625186.700746599,2845838.251440616
1220.0,968164.7300874788,5625193.225534314,2845828.9180513816
1225.0,968155.8095896438,5625199.872334886,2845818.814443638
1230.0,968148.5628821615,5625206.36529076,2845808.4454301423
1235.0,968142.9450835786,5625212.44360323,2845798.3418043307
1240.0,968138.7518628762,5625217.887060945,2845789.00838256
1245.0,968135.6394398186,5625222.537595352,2845780.874588862
1250.0,968133.1582359438,5625226.314753101,2845774.252419424
1255.0,968130.7968823487,5625229.223570868,2845769.305901698
1260.0,968128.0322764071,5625231.3540818505,2845766.0350378565
1265.0,968124.380787283,5625232.872502301,2845764.2758044368
1270.0,968119.4455975911,5625234.00496091,2845763.7162082256
1275.0,968112.9555468165,5625235.015363773,2845763.926826632
1280.0,968104.7916741392,5625236.179561688,2845764.4028428975
1285.0,968094.99886257,5625237.758348423,2845764.6134612914
1290.0,968083.7814448423,5625239.971932996,2845764.053865097
1295.0,968071.483201493,5625242.978384706,2845762.2946313727
1300.0,968058.553709306,5625246.8581607435,2845759.023765528
1305.0,968045.5043342271,5625251.606230894,2845754.0772412224
1310.0,968032.8581763391,5625257.132570175,2845747.455056284
1315.0,968021.0988663299,5625263.2709712,2845739.3212330644
1320.0,968010.6232252521,5625269.795313682,2845729.987763178
1325.0,968001.7024212773,5625276.441698558,2845719.8840681273
1330.0,967994.455425588,5625282.934280089,2845709.514965031
1335.0,967988.8373658237,5625289.012267341,2845699.411251913
1340.0,967984.643917413,5625294.455451925,2845690.077749491
1345.0,967981.5313032907,5625299.105763153,2845681.943885508
1350.0,967979.0499445787,5625302.882740644,2845675.321658848
1355.0,967976.6884684118,5625305.791409848,2845670.375098379
1360.0,967973.923765043,5625307.921789632,2845667.104206274
1365.0,967970.2721940555,5625309.440080217,2845665.3449576525
1370.0,967965.3369269582,5625310.572394134,2845664.785356606
1375.0,967958.8467916957,5625311.582622768,2845664.9959768327
1380.0,967950.682816599,5625312.746605096,2845665.471997211
1385.0,967940.8898755871,5625314.325127118,2845665.6826174245
1390.0,967929.6722949462,5625316.538394892,2845665.1230163947
1395.0,967917.3738520421,5625319.54447985,2845663.363767469
1400.0,967904.4441240744,5625323.4238462085,2845660.092873361
1405.0,967891.3944809521,5625328.171474987,2845655.1463063126
1410.0,967878.7480298773,5625333.697355528,2845648.524064153
1415.0,967866.98841112,5625339.83529648,2845640.390170649
1420.0,967856.5124568375,5625346.359193715,2845631.0566201136
1425.0,967847.5913467419,5625353.00516288,2845620.952837758
1430.0,967840.3440628635,5625359.497370055,2845610.5836450644
1435.0,967834.7257419337,5625365.575032077,2845600.479844643
1440.0,967830.5320658281,5625371.017943521,2845591.146261573
1445.0,967827.4192606523,5625375.668031559,2845583.0123273074
1450.0,967824.9377471121,5625379.444828786,2845576.390043427
1455.0,967822.5761483808,5625382.353349421,2845571.4434402166
1460.0,967819.8113475912,5625384.483598002,2845568.1725198487
1465.0,967816.1596947458,5625386.001758719,2845566.413256027
1470.0,967811.2243502489,5625387.133927939,2845565.8536501448
1475.0,967804.7341305044,5625388.143982338,2845566.0642721914
1480.0,967796.5700529969,5625389.307749076,2845566.5402966826
1485.0,967786.7769825523,5625390.886006378,2845566.7509187167
1490.0,967775.5592390102,5625393.098957342,2845566.191312851
1495.0,967763.2605965657,5625396.104675539,2845564.4320487245
1500.0,967750.3306328347,5625399.98363221,2845561.161126354
1505.0,967737.2807216871,5625404.730819602,2845556.2145165647
1510.0,967724.6339774458,5625410.256241391,2845549.5922171846
1515.0,967712.8740499605,5625416.393722253,2845541.4582534
1520.0,967702.3977824934,5625422.917174227,2845532.124622218
1525.0,967693.4763662963,5625429.5627276655,2845522.020752561
1530.0,967686.2287942463,5625436.054560472,2845511.6514702733
1535.0,967680.6102121669,5625442.131897254,2845501.5475825504
1540.0,967676.41630838,5625447.574535546,2845492.2139188354
1545.0,967673.3033121619,5625452.224400385,2845484.0799142905
1550.0,967670.8216438028,5625456.001017341,2845477.4575731913
1555.0,967668.459922514,5625458.909389403,2845472.510927241
1560.0,967665.6950243101,5625461.039506776,2845469.2399786115
1565.0,967662.043289612,5625462.55753762,2845467.480699589
1570.0,967657.1078677215,5625463.689562141,2845466.921088872
1575.0,967650.6175635019,5625464.699442301,2845467.1317127384
1580.0,967642.4533835911,5625465.8629934415,2845467.607741343
1585.0,967632.6601837241,5625467.440986018,2845467.818365196
1590.0,967621.4422772932,5625469.653620166,2845467.258754496
1595.0,967609.143435323,5625472.65897159,2845465.499475169
1600.0,967596.2132358452,5625476.537518562,2845462.2285245364
1605.0,967583.1630566911,5625481.284264553,2845457.2818720075
1610.0,967570.5160193024,5625486.809227576,2845450.6595154097
1615.0,967558.7557831102,5625492.946248335,2845442.525481346
1620.0,967548.2792024784,5625499.469255033,2845433.1917695203
1625.0,967539.3574801988,5625506.114392732,2845423.0878125653
1630.0,967532.1096199953,5625512.605851157,2845412.7184406864
1635.0,967526.490776782,5625518.682862685,2845402.614465666
1640.0,967522.2966453272,5625524.1252278155,2845393.280721308
1645.0,967519.1834580783,5625528.774869449,2845385.1466464857
1650.0,967516.7016349093,5625532.551306126,2845378.52424817
1655.0,967514.3397910708,5625535.4595296085,2845373.5775594814
1660.0,967511.574795458,5625537.58951577,2845370.306582592
1665.0,967507.9229789131,5625539.107416738,2845368.547288369
1670.0,967502.9874796344,5625540.239296554,2845367.9876728174
1675.0,967496.4970909464,5625541.249002472,2845368.198298503
1680.0,967488.3328086408,5625542.412338009,2845368.6743312203
1685.0,967478.5394793611,5625543.990065853,2845368.884956894
1690.0,967467.3214100536,5625546.2023831755,2845368.3253413583
1695.0,967455.0223685725,5625549.207367818,2845366.566046831
1700.0,967442.0919333646,5625553.085505079,2845363.295067939
1705.0,967429.0414862225,5625557.831809659,2845358.3483726713
1710.0,967416.3941557065,5625563.356313901,2845351.7259588577
1715.0,967404.633610827,5625569.492874542,2845343.591854518
1720.0,967394.1567170506,5625576.015435946,2845334.258062051
1725.0,967385.2346887083,5625582.660157894,2845324.154017801
1730.0,967377.9865403688,5625589.151241923,2845313.784556334
1735.0,967372.3674360374,5625595.227928187,2845303.680494019
1740.0,967368.1730769285,5625600.670020145,2845294.346669021
1745.0,967365.0596986597,5625605.319438565,2845286.212523924
1750.0,967362.5777206898,5625609.095694955,2845279.590068394
1755.0,967360.2157543087,5625612.003769853,2845274.643336968
1760.0,967357.4506612936,5625614.133624799,2845271.372331819
1765.0,967353.7987629073,5625615.651395885,2845269.6130223963
1770.0,967348.863186246,5625616.783130993,2845269.05340201
1775.0,967342.3727130963,5625617.792662662,2845269.2640295154
1780.0,967334.2083284039,5625618.955782595,2845269.740066346
1785.0,967324.4148697216,5625620.5332456995,2845269.9506938388
1790.0,967313.1966375501,5625622.745246189,2845269.391073468
1795.0,967300.8973965726,5625625.749864039,2845267.631763742
1800.0,967287.9667256514,5625629.627591577,2845264.3607565896
1805.0,967274.9160105399,5625634.373454732,2845259.414018586
1810.0,967262.2683869164,5625639.897500179,2845252.7915475583
1815.0,967250.5075333699,5625646.033600689,2845244.6573729445
1820.0,967240.0303264691,5625652.5557167865,2845235.3234998393
1825.0,967231.1079920831,5625659.200022966,2845225.219368297
1830.0,967223.8595556254,5625665.690732586,2845214.849817245
1835.0,967218.2401901915,5625671.767093574,2845204.7456676387
1840.0,967214.0456034421,5625677.208912351,2845195.411762004
1845.0,967210.9320341648,5625681.858107546,2845187.2775466344
1850.0,967208.4499014029,5625685.634183644,2845180.6550338916
1855.0,967206.0878124868,5625688.542109952,2845175.7082597306
1860.0,967203.3226220753,5625690.671833677,2845172.4372263225
1865.0,967199.6706418531,5625692.189474879,2845170.6779017015
1870.0,967194.7349878153,5625693.321065275,2845170.11827648
1875.0,967188.2444302101,5625694.330422693,2845170.3289058055
1880.0,967180.0799431391,5625695.493327012,2845170.804946748
1885.0,967170.2863550648,5625697.070525372,2845171.0155760604
1890.0,967159.0679600411,5625699.282209018,2845170.4559508557
1895.0,967146.7685195819,5625702.286460067,2845168.6966259307
1900.0,967133.8376129642,5625706.163777872,2845165.4255905203
1905.0,967120.7866299016,5625710.909199588,2845160.4788097804
1910.0,967108.1387131903,5625716.432786226,2845153.8562815413
1915.0,967096.3775509974,5625722.5684265895,2845145.7220366555
1920.0,967085.9000309922,5625729.090097366,2845136.388082916
1925.0,967076.9773905817,5625735.7339877635,2845126.283864084
1930.0,967069.7286660238,5625742.2243229635,2845115.9142234502
1935.0,967064.1090395036,5625748.300358663,2845105.809986555
1940.0,967059.9142251268,5625753.741904248,2845096.476000286
1945.0,967056.800464852,5625758.39087621,2845088.3417146467
1950.0,967054.318177308,5625762.16677201,2845081.7191446936
1955.0,967051.9559658635,5625765.074549722,2845076.7723277984
1960.0,967049.1906780618,5625767.20414222,2845073.5012661326
1965.0,967045.5386160095,5625768.721653534,2845071.7419263134
1970.0,967040.602884601,5625769.853099215,2845071.182296258
1975.0,967034.112242547,5625770.862282377,2845071.3929274026
1980.0,967025.9476531051,5625772.024971077,2845071.8689724575
1985.0,967016.1539356483,5625773.601904685,2845072.0796035896
1990.0,967004.9353777855,5625775.8132714825,2845071.5199735505
1995.0,966992.635737859,5625778.81715572,2845069.7606334267
2000.0,966979.7045955615,5625782.694063777,2845066.4895697585
2005.0,966966.6533445665,5625787.439044043,2845061.542746285
2010.0,966954.005134787,5625792.962171858,2845054.920160836
2015.0,966942.2436639678,5625799.09735206,2845046.7858456816
2020.0,966931.7658308788,5625805.618577503,2845037.451811309
2025.0,966922.842884463,5625812.262052104,2845027.3475051913
2030.0,966915.5938718222,5625818.7520128675,2845016.9777749786
2035.0,966909.9739842314,5625824.8277232675,2845006.873450798
2040.0,966905.7789422412,5625830.26899565,2844997.539383898
2045.0,966902.6649909801,5625834.917744371,2844989.4050279907
2050.0,966900.1825486624,5625838.693459865,2844982.7824008293
2055.0,966897.8202146976,5625841.601088976,2844977.8355412018
2060.0,966895.0548295116,5625843.730550244,2844974.564451279
2065.0,966891.4026856346,5625845.247931666,2844972.805096262
2070.0,966886.4668768607,5625846.379232627,2844972.245461372
2075.0,966879.9761503648,5625847.3882415285,2844972.456094336
2080.0,966871.8114585605,5625848.550714606,2844972.9321435033
2085.0,966862.0176117313,5625850.127383455,2844973.1427764553
2090.0,966850.7988910412,5625852.338433392,2844972.5831415816
2095.0,966838.4990516619,5625855.341950809,2844970.82378626
2100.0,966825.5676737018,5625859.21844911,2844967.552694335
2105.0,966812.516154793,5625863.962987912,2844962.6058281297
2110.0,966799.867651965,5625869.48565689,2844955.9831854724
2115.0,966788.1058725398,5625875.620376916,2844947.848800052
2120.0,966777.627726387,5625882.141157008,2844938.514685049
2125.0,966768.7044739852,5625888.784215799,2844928.410291648
2130.0,966761.4551732796,5625895.273802116,2844918.0404718607
2135.0,966755.8350246337,5625901.349187203,2844907.9360603974
2140.0,966751.6397550436,5625906.790186373,2844898.6019128687
2145.0,966748.5256128076,5625911.438711845,2844890.4674866963
2150.0,966746.0430157253,5625915.214247026,2844883.8448023284
2155.0,966743.6805592474,5625918.12172753,2844878.8978999695
2160.0,966740.9150766834,5625920.251057564,2844875.6267817914
2165.0,966737.2628509874,5625921.76830909,2844873.867411577
2170.0,966732.3269648537,5625922.899465327,2844873.3077718527
2175.0,966725.8361539224,5625923.908299965,2844873.5184066365
2180.0,966717.6713597636,5625925.070557414,2844873.9944599164
2185.0,966707.8773835723,5625926.646961495,2844874.205094687
2190.0,966696.6585000672,5625928.857694567,2844873.6454549795
2195.0,966684.3584612501,5625931.860845152,2844871.886084461
2200.0,966671.4268476436,5625935.736933684,2844868.6149642803
2205.0,966658.3750608395,5625940.48103101,2844863.668055344
2210.0,966645.7262649831,5625946.003241137,2844857.0453554806
2215.0,966633.9641769724,5625952.137500972,2844848.910899796
2220.0,966623.4857177756,5625958.6578357015,2844839.5767041664
2225.0,966614.5621594071,5625965.300478667,2844829.4722234854
2230.0,966607.3125706544,5625971.789690523,2844819.1023141253
2235.0,966601.6921609694,5625977.864750287,2844808.997815382
2240.0,966597.4966637925,5625983.305476233,2844799.663587228
2245.0,966594.3823305931,5625987.953778448,2844791.5290907933
2250.0,966591.8995787555,5625991.729133309,2844784.9063492203
2255.0,966589.5369997716,5625994.6364652,2844779.9594041323
2260.0,966586.7714198355,5625996.7656639945,2844776.6882576994
2265.0,966583.1191123258,5625998.282785621,2844774.928872288
2270.0,966578.1831488387,5625999.413797131,2844774.36922773
2275.0,966571.6922534782,5626000.4224574985,2844774.5798643334
2280.0,966563.5273569733,5626001.584499314,2844775.0559217245
2285.0,966553.7332514297,5626003.160638624,2844775.266558315
2290.0,966542.5142051221,5626005.371054821,2844774.7069137734
2295.0,966530.2139668819,5626008.373838565,2844772.9475280577
2300.0,966517.2821176457,5626012.249517316,2844769.676379623
2305.0,966504.2300629648,5626016.993173152,2844764.7294279574
2310.0,966491.5809740998,5626022.514924414,2844758.10667089
2315.0,966479.8185775236,5626028.648724045,2844749.9721449437
2320.0,966469.3398053031,5626035.168613394,2844740.6378686903
2325.0,966460.4159409873,5626041.810840523,2844730.533300732
2330.0,966453.166064205,5626048.299677904,2844720.1633018027
2335.0,966447.5453934968,5626054.374412332,2844710.058715783
2340.0,966443.349668747,5626059.814865046,2844700.7244070056
2345.0,966440.235144595,5626064.462943993,2844692.5898403106
2350.0,966437.7522380111,5626068.238118527,2844685.9670415353
2355.0,966435.3895365284,5626071.145301799,2844681.020053719
2360.0,966432.6238592268,5626073.2743693525,2844677.7488790327
2365.0,966428.9714699091,5626074.791361074,2844675.989478425
2370.0,966424.035429074,5626075.922227854,2844675.4298290336
2375.0,966417.5444492911,5626076.930713947,2844675.640467456
2380.0,966409.3794504481,5626078.092540124,2844676.116528959
2385.0,966399.5852155626,5626079.668414656,2844676.327167369
2390.0,966388.3660064645,5626081.8785139695,2844675.767517993
2395.0,966376.0655688155,5626084.880930862,2844674.0081170816
2400.0,966363.1334839669,5626088.756199821,2844670.7369403928
2405.0,966350.0811614275,5626093.499414154,2844665.7899459996
2410.0,966337.4317795734,5626099.020706538,2844659.1671317304
2415.0,966325.6690744521,5626105.154045949,2844651.032535525
2420.0,966315.1899892282,5626111.673489904,2844641.69817865
2425.0,966306.2658189842,5626118.315301181,2844631.5935234176
2430.0,966299.0156541903,5626124.803764074,2844621.223434922
2435.0,966293.3947224743,5626130.878173154,2844611.1187616293
2440.0,966289.1987701652,5626136.318352625,2844601.784372232
2445.0,966286.0840550724,5626140.966208299,2844593.649735279
2450.0,966283.6009937511,5626144.741202498,2844587.026879303
2455.0,966281.2381697772,5626147.648237147,2844582.0798487603
2460.0,966278.4723951156,5626149.777173451,2844578.808645821
2465.0,966274.8199239956,5626151.294035266,2844577.0492300177
2470.0,966269.8838058179,5626152.424757309,2844576.4895757926
2475.0,966263.3927416197,5626153.433069126,2844576.700216034
2480.0,966255.2276404463,5626154.594679658,2844577.1762816487
2485.0,966245.4332762287,5626156.170289404,2844577.386921878
